Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date Time	Begin File	Avg Power Density (dB FS/Hz)	Energy (dB FS)	Max Entropy (bits)	Max Freq (Hz)	Peak Freq (Hz)	Peak Power Density (dB FS/Hz)	Center Time (s)	Truth (0 or 1)	Background (kHz)	Missed (in 10s frame)	Other Disturb. Type	Detector	Frame Duration	Occupancy	Reason
6481	Spectrogram 1	1	67113.749312500	67113.759979167	200.000	2000.000	67113.7493	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67113.7600					Band Limited Energy Detector	1	1.0000	Too short
6482	Spectrogram 1	1	67121.557312500	67121.567979167	200.000	2000.000	67121.5573	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67121.5573					Band Limited Energy Detector	1	1.0000	Too short
6483	Spectrogram 1	1	67131.338645833	67131.349312500	200.000	2000.000	67131.3386	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67131.3386					Band Limited Energy Detector	1	1.0000	Too short
6484	Spectrogram 1	1	67131.509312500	67131.530645833	200.000	2000.000	67131.5093	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67131.5093					Band Limited Energy Detector	2	1.0000	Detection
6485	Spectrogram 1	1	67164.490645833	67164.522645833	200.000	2000.000	67164.4906	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	67164.4906					Band Limited Energy Detector	3	1.0000	Detection
6486	Spectrogram 1	1	67165.386645833	67165.407979167	200.000	2000.000	67165.3866	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	67165.3866					Band Limited Energy Detector	2	1.0000	Detection
6487	Spectrogram 1	1	67169.151979167	67169.162645833	200.000	2000.000	67169.1520	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67169.1626					Band Limited Energy Detector	1	1.0000	Too short
6488	Spectrogram 1	1	67169.279979167	67169.333312500	200.000	2000.000	67169.2800	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.55	2.320	2.659	281.250	281.250	-30.29	67169.3226					Band Limited Energy Detector	5	0.6000	Detection
6489	Spectrogram 1	1	67172.799979167	67172.810645833	200.000	2000.000	67172.8000	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67172.8106					Band Limited Energy Detector	1	1.0000	Too short
6490	Spectrogram 1	1	67202.922645833	67202.933312500	200.000	2000.000	67202.9226	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67202.9226					Band Limited Energy Detector	1	1.0000	Too short
6491	Spectrogram 1	1	67209.791979167	67209.802645833	200.000	2000.000	67209.7920	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67209.8026					Band Limited Energy Detector	1	1.0000	Too short
6492	Spectrogram 1	1	67228.714645833	67228.725312500	200.000	2000.000	67228.7146	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67228.7146					Band Limited Energy Detector	1	1.0000	Too short
6493	Spectrogram 1	1	67239.029312500	67239.039979167	200.000	2000.000	67239.0293	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67239.0400					Band Limited Energy Detector	1	1.0000	Too short
6494	Spectrogram 1	1	67263.957312500	67263.978645833	200.000	2000.000	67263.9573	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67263.9680					Band Limited Energy Detector	2	1.0000	Detection
6495	Spectrogram 1	1	67269.247979167	67269.258645833	200.000	2000.000	67269.2480	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67269.2586					Band Limited Energy Detector	1	1.0000	Too short
6496	Spectrogram 1	1	67269.503979167	67269.514645833	200.000	2000.000	67269.5040	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67269.5146					Band Limited Energy Detector	1	1.0000	Too short
6497	Spectrogram 1	1	67271.861312500	67271.871979167	200.000	2000.000	67271.8613	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67271.8613					Band Limited Energy Detector	1	1.0000	Too short
6498	Spectrogram 1	1	67280.330645833	67280.341312500	200.000	2000.000	67280.3306	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67280.3306					Band Limited Energy Detector	1	1.0000	Too short
6499	Spectrogram 1	1	67309.002645833	67309.013312500	200.000	2000.000	67309.0026	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67309.0026					Band Limited Energy Detector	1	1.0000	Too short
6500	Spectrogram 1	1	67310.634645833	67310.645312500	200.000	2000.000	67310.6346	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67310.6346					Band Limited Energy Detector	1	1.0000	Too short
6501	Spectrogram 1	1	67322.229312500	67322.261312500	200.000	2000.000	67322.2293	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-45.93	-0.031	2.659	375.000	375.000	-31.00	67322.2400					Band Limited Energy Detector	3	1.0000	Detection
6502	Spectrogram 1	1	67323.765312500	67323.775979167	200.000	2000.000	67323.7653	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67323.7760					Band Limited Energy Detector	1	1.0000	Too short
6503	Spectrogram 1	1	67341.023979167	67341.034645833	200.000	2000.000	67341.0240	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67341.0346					Band Limited Energy Detector	1	1.0000	Too short
6504	Spectrogram 1	1	67344.543979167	67344.554645833	200.000	2000.000	67344.5440	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67344.5546					Band Limited Energy Detector	1	1.0000	Too short
6505	Spectrogram 1	1	67351.967979167	67351.989312500	200.000	2000.000	67351.9680	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67351.9786					Band Limited Energy Detector	2	1.0000	Detection
6506	Spectrogram 1	1	67354.901312500	67354.911979167	200.000	2000.000	67354.9013	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67354.9120					Band Limited Energy Detector	1	1.0000	Too short
6507	Spectrogram 1	1	67365.962645833	67365.973312500	200.000	2000.000	67365.9626	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67365.9626					Band Limited Energy Detector	1	1.0000	Too short
6508	Spectrogram 1	1	67368.095979167	67368.106645833	200.000	2000.000	67368.0960	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67368.1066					Band Limited Energy Detector	1	1.0000	Too short
6509	Spectrogram 1	1	67371.562645833	67371.583979167	200.000	2000.000	67371.5626	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	67371.5626					Band Limited Energy Detector	2	1.0000	Detection
6510	Spectrogram 1	1	67391.775979167	67391.786645833	200.000	2000.000	67391.7760	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67391.7866					Band Limited Energy Detector	1	1.0000	Too short
6511	Spectrogram 1	1	67422.079979167	67422.090645833	200.000	2000.000	67422.0800	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67422.0906					Band Limited Energy Detector	1	1.0000	Too short
6512	Spectrogram 1	1	67433.983979167	67433.994645833	200.000	2000.000	67433.9840	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67433.9946					Band Limited Energy Detector	1	1.0000	Too short
6513	Spectrogram 1	1	67462.367979167	67462.378645833	200.000	2000.000	67462.3680	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67462.3786					Band Limited Energy Detector	1	1.0000	Too short
6514	Spectrogram 1	1	67474.591979167	67474.602645833	200.000	2000.000	67474.5920	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67474.6026					Band Limited Energy Detector	1	1.0000	Too short
6515	Spectrogram 1	1	67514.890645833	67514.911979167	200.000	2000.000	67514.8906	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	67514.8906					Band Limited Energy Detector	2	1.0000	Detection
6516	Spectrogram 1	1	67520.095979167	67520.106645833	200.000	2000.000	67520.0960	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67520.1066					Band Limited Energy Detector	1	1.0000	Too short
6517	Spectrogram 1	1	67524.479979167	67524.501312500	200.000	2000.000	67524.4800	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67524.4906					Band Limited Energy Detector	2	1.0000	Detection
6518	Spectrogram 1	1	67528.522645833	67528.565312500	200.000	2000.000	67528.5226	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.55	2.320	2.659	281.250	281.250	-30.29	67528.5546					Band Limited Energy Detector	4	0.7500	Detection
6519	Spectrogram 1	1	67533.663979167	67533.674645833	200.000	2000.000	67533.6640	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67533.6746					Band Limited Energy Detector	1	1.0000	Too short
6520	Spectrogram 1	1	67535.498645833	67535.509312500	200.000	2000.000	67535.4986	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67535.4986					Band Limited Energy Detector	1	1.0000	Too short
6521	Spectrogram 1	1	67544.895979167	67544.906645833	200.000	2000.000	67544.8960	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67544.9066					Band Limited Energy Detector	1	1.0000	Too short
6522	Spectrogram 1	1	67550.986645833	67550.997312500	200.000	2000.000	67550.9866	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67550.9866					Band Limited Energy Detector	1	1.0000	Too short
6523	Spectrogram 1	1	67555.893312500	67555.914645833	200.000	2000.000	67555.8933	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67555.9040					Band Limited Energy Detector	2	1.0000	Detection
6524	Spectrogram 1	1	67560.394645833	67560.405312500	200.000	2000.000	67560.3946	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67560.3946					Band Limited Energy Detector	1	1.0000	Too short
6525	Spectrogram 1	1	67560.874645833	67560.885312500	200.000	2000.000	67560.8746	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67560.8746					Band Limited Energy Detector	1	1.0000	Too short
6526	Spectrogram 1	1	67576.149312500	67576.159979167	200.000	2000.000	67576.1493	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67576.1493					Band Limited Energy Detector	1	1.0000	Too short
6527	Spectrogram 1	1	67595.370645833	67595.381312500	200.000	2000.000	67595.3706	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67595.3706					Band Limited Energy Detector	1	1.0000	Too short
6528	Spectrogram 1	1	67596.362645833	67596.373312500	200.000	2000.000	67596.3626	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67596.3626					Band Limited Energy Detector	1	1.0000	Too short
6529	Spectrogram 1	1	67678.090645833	67678.101312500	200.000	2000.000	67678.0906	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67678.0906					Band Limited Energy Detector	1	1.0000	Too short
6530	Spectrogram 1	1	67678.623979167	67678.645312500	200.000	2000.000	67678.6240	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67678.6346					Band Limited Energy Detector	2	1.0000	Detection
6531	Spectrogram 1	1	67739.338645833	67739.359979167	200.000	2000.000	67739.3386	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	67739.3386					Band Limited Energy Detector	2	1.0000	Detection
6532	Spectrogram 1	1	67759.637312500	67759.690645833	200.000	2000.000	67759.6373	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.55	2.320	2.659	281.250	281.250	-30.29	67759.6693					Band Limited Energy Detector	5	0.6000	Detection
6533	Spectrogram 1	1	67771.626645833	67771.637312500	200.000	2000.000	67771.6266	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67771.6266					Band Limited Energy Detector	1	1.0000	Too short
6534	Spectrogram 1	1	67791.455979167	67791.477312500	200.000	2000.000	67791.4560	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67791.4666					Band Limited Energy Detector	2	1.0000	Detection
6535	Spectrogram 1	1	67801.269312500	67801.279979167	200.000	2000.000	67801.2693	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67801.2693					Band Limited Energy Detector	1	1.0000	Too short
6536	Spectrogram 1	1	67841.599979167	67841.663979167	200.000	2000.000	67841.6000	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.36	3.298	2.666	281.250	281.250	-30.29	67841.6533					Band Limited Energy Detector	6	0.5000	Too sparse
6537	Spectrogram 1	1	67843.157312500	67843.178645833	200.000	2000.000	67843.1573	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67843.1573					Band Limited Energy Detector	2	1.0000	Detection
6538	Spectrogram 1	1	67843.925312500	67843.935979167	200.000	2000.000	67843.9253	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67843.9253					Band Limited Energy Detector	1	1.0000	Too short
6539	Spectrogram 1	1	67895.679979167	67895.711979167	200.000	2000.000	67895.6800	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	67895.6906					Band Limited Energy Detector	3	1.0000	Detection
6540	Spectrogram 1	1	67925.407979167	67925.471979167	200.000	2000.000	67925.4080	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.36	3.298	2.666	281.250	281.250	-30.29	67925.4613					Band Limited Energy Detector	6	0.6667	Detection
6541	Spectrogram 1	1	67928.298645833	67928.362645833	200.000	2000.000	67928.2986	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.36	3.298	2.666	281.250	281.250	-30.29	67928.3413					Band Limited Energy Detector	6	0.8333	Detection
6542	Spectrogram 1	1	67946.890645833	67946.911979167	200.000	2000.000	67946.8906	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	67946.8906					Band Limited Energy Detector	2	1.0000	Detection
6543	Spectrogram 1	1	67966.741312500	67966.751979167	200.000	2000.000	67966.7413	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67966.7520					Band Limited Energy Detector	1	1.0000	Too short
6544	Spectrogram 1	1	67987.743979167	67987.786645833	200.000	2000.000	67987.7440	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	67987.7546					Band Limited Energy Detector	4	1.0000	Detection
6545	Spectrogram 1	1	67998.453312500	67998.474645833	200.000	2000.000	67998.4533	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67998.4640					Band Limited Energy Detector	2	1.0000	Detection
6546	Spectrogram 1	1	68007.423979167	68007.487979167	200.000	2000.000	68007.4240	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.36	3.298	2.666	281.250	281.250	-30.29	68007.4773					Band Limited Energy Detector	6	0.5000	Too sparse
6547	Spectrogram 1	1	68012.309312500	68012.362645833	200.000	2000.000	68012.3093	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.55	2.320	2.659	281.250	281.250	-30.29	68012.3413					Band Limited Energy Detector	5	0.8000	Detection
6548	Spectrogram 1	1	68020.362645833	68020.405312500	200.000	2000.000	68020.3626	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.55	2.320	2.659	281.250	281.250	-30.29	68020.3946					Band Limited Energy Detector	4	1.0000	Detection
6549	Spectrogram 1	1	68025.493312500	68025.503979167	200.000	2000.000	68025.4933	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	68025.4933					Band Limited Energy Detector	1	1.0000	Too short
6550	Spectrogram 1	1	68048.191979167	68048.213312500	200.000	2000.000	68048.1920	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	68048.2026					Band Limited Energy Detector	2	1.0000	Detection
6551	Spectrogram 1	1	68051.733312500	68051.754645833	200.000	2000.000	68051.7333	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	68051.7333					Band Limited Energy Detector	2	1.0000	Detection
6552	Spectrogram 1	1	68052.021312500	68052.031979167	200.000	2000.000	68052.0213	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	68052.0213					Band Limited Energy Detector	1	1.0000	Too short
6553	Spectrogram 1	1	68089.119979167	68089.130645833	200.000	2000.000	68089.1200	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	68089.1306					Band Limited Energy Detector	1	1.0000	Too short
6554	Spectrogram 1	1	68093.557312500	68093.621312500	200.000	2000.000	68093.5573	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.15	4.179	2.666	281.250	281.250	-30.29	68093.6000					Band Limited Energy Detector	6	0.6667	Detection
6555	Spectrogram 1	1	68105.205312500	68105.237312500	200.000	2000.000	68105.2053	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-45.93	-0.031	2.659	375.000	375.000	-31.00	68105.2160					Band Limited Energy Detector	3	0.6667	Detection
6556	Spectrogram 1	1	68129.973312500	68130.015979167	200.000	2000.000	68129.9733	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-45.93	-0.031	2.659	375.000	375.000	-31.00	68129.9946					Band Limited Energy Detector	4	1.0000	Detection
6557	Spectrogram 1	1	68159.882645833	68159.903979167	200.000	2000.000	68159.8826	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	68159.8826					Band Limited Energy Detector	2	1.0000	Detection
6558	Spectrogram 1	1	68170.730645833	68170.794645833	200.000	2000.000	68170.7306	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.36	3.298	2.666	281.250	281.250	-30.29	68170.7733					Band Limited Energy Detector	6	0.8333	Detection
6559	Spectrogram 1	1	68174.005312500	68174.058645833	200.000	2000.000	68174.0053	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.55	2.320	2.659	281.250	281.250	-30.29	68174.0373					Band Limited Energy Detector	5	0.8000	Detection
6560	Spectrogram 1	1	68211.455979167	68211.519979167	200.000	2000.000	68211.4560	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.36	3.298	2.666	281.250	281.250	-30.29	68211.5093					Band Limited Energy Detector	6	0.8333	Detection
6561	Spectrogram 1	1	68213.663979167	68213.674645833	200.000	2000.000	68213.6640	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	68213.6746					Band Limited Energy Detector	1	1.0000	Too short
6562	Spectrogram 1	1	68252.341312500	68252.415979167	200.000	2000.000	68252.3413	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.16	4.751	2.666	281.250	281.250	-30.29	68252.3840					Band Limited Energy Detector	7	0.7143	Detection
6563	Spectrogram 1	1	68256.202645833	68256.245312500	200.000	2000.000	68256.2026	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.55	2.320	2.659	281.250	281.250	-30.29	68256.2346					Band Limited Energy Detector	4	1.0000	Detection
6564	Spectrogram 1	1	68268.501312500	68268.533312500	200.000	2000.000	68268.5013	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-45.93	-0.031	2.659	375.000	375.000	-31.00	68268.5120					Band Limited Energy Detector	3	1.0000	Detection
